IP地址,端口,TLS,数据中心,国家,地区,城市,ASN,ORG,延迟(ms),速度(MB/s)
149.62.44.114,34157,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,386,7.51
147.78.244.154,13000,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,801,7.17
141.98.196.184,40585,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,685,7.17
176.119.148.109,23656,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,757,7.10
147.78.243.121,19834,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,688,7.06
45.66.128.185,18175,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,591,6.98
85.113.70.49,38461,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,785,6.84
45.159.51.238,34237,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,626,6.83
195.245.241.30,10001,TRUE,TPE,TW,Asia Pacific,Taipei,3258,xTom Pty Ltd,550,6.81
103.201.130.155,47290,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,389,6.57
195.245.241.30,12344,TRUE,TPE,TW,Asia Pacific,Taipei,3258,xTom Pty Ltd,537,6.47
149.62.44.50,8443,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,442,6.47
45.66.128.148,34030,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,525,6.34
109.107.137.185,443,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,610,6.34
45.149.156.48,58593,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,914,6.24
141.98.197.137,6443,TRUE,TPE,TW,Asia Pacific,Taipei,3258,xTom Pty Ltd,832,6.20
141.98.196.122,37622,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,614,6.16
103.150.8.236,31636,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,624,6.11
45.66.128.148,51369,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,726,5.83
62.106.70.112,25468,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,555,5.83
45.66.216.109,6162,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,573,5.81
45.66.130.112,19190,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,630,5.81
45.149.156.213,11401,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,600,5.78
62.106.70.89,40184,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,759,5.69
45.66.217.121,51311,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,596,5.67
45.66.128.148,10118,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,613,5.54
193.111.31.83,37294,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,626,5.22
45.143.235.42,2053,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,446,5.22
85.113.70.49,12921,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,724,5.03
147.78.247.204,15416,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,690,4.91
85.113.70.183,14146,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,553,4.90
85.113.70.27,39333,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,542,4.88
45.66.129.42,11015,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,860,4.86
176.119.148.119,13504,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,915,4.85
45.66.217.121,26728,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,704,4.81
147.78.247.218,15422,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,544,4.80
109.107.137.26,14452,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,707,4.71
88.214.22.200,34237,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,693,4.65
103.201.131.170,34237,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,434,4.59
147.78.247.212,51722,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,615,4.57
45.66.128.148,48792,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,517,4.56
195.245.241.123,26876,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,426,4.52
45.143.234.54,15955,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,444,4.51
195.245.242.104,45654,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,434,4.49
195.245.241.30,12222,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,452,4.45
45.149.156.48,58594,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,927,4.43
85.113.70.214,26600,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,776,4.43
147.78.243.188,34237,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,707,4.37
147.78.247.26,34237,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,679,4.33
147.78.243.121,20122,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,595,4.31
147.78.247.80,51002,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,594,4.29
85.113.70.49,19273,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,738,4.28
141.98.197.137,7443,TRUE,TPE,TW,Asia Pacific,Taipei,3258,xTom Pty Ltd,704,4.24
147.78.244.151,34847,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,593,4.24
45.66.128.148,38891,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,851,4.21
85.113.70.29,42449,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,596,4.18
91.200.242.158,40451,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,920,4.11
45.66.217.121,40300,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,592,4.11
103.150.8.236,36704,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,782,4.06
45.66.217.121,42036,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,596,4.04
45.66.128.148,48388,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,523,4.01
45.66.128.216,2002,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,775,3.98
141.98.197.103,55271,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,739,3.91
176.119.149.243,3000,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,597,3.89
45.143.234.54,58938,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,449,3.83
45.66.131.67,46788,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,550,3.80
62.106.70.197,24543,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,679,3.78
45.159.51.14,34237,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,593,3.73
45.66.130.4,42221,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,698,3.69
147.78.247.171,30326,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,579,3.68
103.150.8.236,31291,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,754,3.66
147.78.243.164,57391,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,691,3.63
195.245.241.30,12345,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,433,3.62
45.66.217.145,50013,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,928,3.61
109.107.137.203,40251,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,763,3.58
147.78.243.121,6517,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,541,3.56
147.78.243.121,15984,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,503,3.49
45.66.129.126,46634,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,522,3.49
45.66.216.109,22590,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,692,3.48
43.239.249.49,14276,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,792,3.46
45.66.129.95,21010,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,790,3.45
45.66.217.145,50015,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,909,3.41
147.78.242.122,49999,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,766,3.41
195.245.242.82,7088,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,806,3.40
45.66.217.121,15696,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,741,3.38
195.245.241.30,20000,TRUE,SIN,SG,Asia Pacific,Singapore,3258,xTom Pty Ltd,808,3.37
45.66.131.219,50700,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,775,3.36
195.245.242.232,53942,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,450,3.29
103.201.130.136,2053,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,434,3.18
103.201.131.76,34237,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,444,3.17
176.119.150.204,2009,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,539,3.15
147.78.245.145,34237,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,774,3.10
45.66.129.168,12222,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,593,2.97
45.66.128.148,49279,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,790,2.89
45.66.131.137,443,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,788,2.84
45.66.217.121,16010,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,599,2.83
45.142.166.218,50001,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,760,2.75
147.78.242.84,34237,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,765,2.66
147.78.243.121,21008,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,630,2.63
45.143.235.42,8443,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,434,2.62
45.66.129.147,28388,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,537,2.50
176.119.149.241,3000,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,738,2.49
147.78.243.121,3654,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,791,2.42
45.66.128.116,48367,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,687,2.38
91.199.209.98,57057,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,597,2.38
147.78.242.219,56062,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,581,2.35
176.126.114.224,11001,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,744,2.30
147.78.245.53,7999,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,787,2.29
45.66.217.145,50011,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,926,2.26
176.119.148.151,52137,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,597,2.09
147.78.243.121,23576,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,689,2.02
176.119.150.179,49437,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,633,1.90
45.142.166.145,46847,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,894,1.78
45.66.217.121,22917,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,649,1.75
176.119.149.242,3000,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,812,1.73
45.66.130.112,56060,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,693,1.69
45.149.156.146,12411,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,923,1.67
147.78.243.121,17951,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,603,1.50
45.66.131.98,2000,TRUE,JIB,DJ,Africa,Djibouti,3258,xTom Pty Ltd,986,1.45
45.142.166.145,26720,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,541,1.34
141.98.196.223,8443,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,785,1.32
45.66.218.76,18050,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,540,1.27
147.78.243.145,10099,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,624,1.09
45.66.217.145,50009,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,854,0.97
193.111.31.133,50896,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,615,0.93
85.113.70.49,10061,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,881,0.88
176.119.148.6,51413,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,741,0.71
45.66.128.148,47998,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,536,0.64
85.113.70.49,26678,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,837,0.57
45.142.166.79,34237,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,864,0.55
103.201.130.137,33232,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,439,0.51
45.66.217.153,34237,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,840,0.37
185.184.223.45,18443,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,709,0.29
62.106.70.27,46918,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,692,0.28
62.106.70.112,30963,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,564,0.09
