IP地址,端口,TLS,数据中心,国家,地区,城市,ASN,ORG,延迟(ms),速度(MB/s)
149.104.35.53,9443,TRUE,HKG,HK,Asia Pacific,Hong Kong,40065,CNSERVERS,434,0.83
149.104.33.102,25565,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,908,0.83
149.104.33.164,9443,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,844,0.81
172.247.123.93,34237,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,651,0.78
149.104.32.164,9443,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,953,0.73
172.247.123.75,34237,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,647,0.70
149.104.33.166,9443,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,711,0.67
149.104.33.132,9443,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,816,0.67
2.59.151.192,10815,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,928,0.66
149.104.33.133,9443,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,847,0.64
172.247.123.101,34237,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,673,0.60
156.251.248.171,19267,TRUE,HKG,HK,Asia Pacific,Hong Kong,40065,CNSERVERS,838,0.59
149.104.33.97,25565,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,895,0.57
172.247.67.172,443,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,877,0.57
149.104.32.74,9443,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,858,0.56
2.59.151.192,29924,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,971,0.55
45.12.88.148,19479,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,859,0.54
149.104.33.185,9443,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,972,0.53
149.104.32.76,9443,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,905,0.49
