IP地址,端口,TLS,数据中心,国家,地区,城市,ASN,ORG,延迟(ms),速度(MB/s)
156.251.248.171,54205,TRUE,SIN,SG,Asia Pacific,Singapore,40065,CNSERVERS,971,0.49
149.104.32.165,9443,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,911,0.48
172.247.123.112,34237,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,821,0.45
172.247.123.6,34237,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,673,0.44
149.104.33.73,25565,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,815,0.42
149.104.33.141,9443,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,797,0.40
149.104.33.186,9443,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,909,0.40
23.224.250.107,9443,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,859,0.40
149.104.35.54,9443,TRUE,HKG,HK,Asia Pacific,Hong Kong,40065,CNSERVERS,381,0.40
149.104.33.93,9443,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,779,0.38
149.104.33.181,9443,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,733,0.37
149.104.33.82,9443,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,907,0.35
149.104.33.68,25565,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,868,0.33
149.104.33.93,25565,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,852,0.32
149.104.33.188,9443,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,739,0.31
149.104.33.182,9443,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,905,0.29
154.88.31.91,30000,TRUE,HKG,HK,Asia Pacific,Hong Kong,40065,CNSERVERS,243,0.29
149.104.33.84,9443,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,713,0.28
149.104.33.123,9443,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,888,0.27
149.104.33.82,25565,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,781,0.27
149.104.33.119,25565,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,714,0.26
149.104.33.86,25565,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,962,0.26
149.104.33.74,25565,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,756,0.25
149.104.33.69,9443,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,903,0.25
149.104.33.79,25565,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,912,0.25
149.104.33.151,9443,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,936,0.24
149.104.33.121,25565,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,906,0.22
149.104.33.110,9443,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,771,0.22
149.104.33.71,25565,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,908,0.20
149.104.33.90,25565,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,895,0.19
149.104.32.221,9443,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,738,0.18
193.9.46.170,16218,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,974,0.18
23.224.250.106,9443,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,843,0.13
172.247.123.92,34237,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,674,0.11
149.104.33.84,25565,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,827,0.10
103.94.185.66,17581,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,733,0.09
38.6.182.243,34237,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,973,0.09
172.247.123.69,34237,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,692,0.08
149.104.33.103,25565,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,864,0.07
149.104.33.104,25565,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,918,0.04
149.104.33.67,25565,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,901,0.04
