IP地址,端口,TLS,数据中心,国家,地区,城市,ASN,ORG,延迟(ms),速度(MB/s)
47.76.33.40,8443,TRUE,HKG,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",292,2.66
47.245.7.212,2087,TRUE,NRT,JP,Asia Pacific,Tokyo,45102,"Alibaba US Technology Co., Ltd.",295,2.56
8.210.57.68,33901,TRUE,HKG,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",291,2.47
47.240.60.171,4434,TRUE,HKG,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",264,2.42
47.76.34.84,12568,TRUE,HKG,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",719,2.07
47.76.80.72,8443,TRUE,HKG,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",238,1.97
8.217.64.152,95,TRUE,SJC,US,North America,San Jose,45102,"Alibaba US Technology Co., Ltd.",818,1.85
8.210.160.12,37564,TRUE,HKG,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",333,1.83
8.209.242.25,2083,TRUE,NRT,JP,Asia Pacific,Tokyo,45102,"Alibaba US Technology Co., Ltd.",303,1.71
8.210.57.68,33903,TRUE,HKG,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",258,1.71
8.210.168.29,34237,TRUE,HKG,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",340,1.61
8.210.64.111,34237,TRUE,HKG,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",342,1.60
8.210.106.120,34237,TRUE,HKG,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",240,1.46
47.76.80.72,2083,TRUE,HKG,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",273,1.36
47.245.40.161,2087,TRUE,NRT,JP,Asia Pacific,Tokyo,45102,"Alibaba US Technology Co., Ltd.",293,1.23
8.217.85.192,47298,TRUE,HKG,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",246,1.02
8.210.131.161,34237,TRUE,HKG,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",347,0.98
47.243.45.67,34237,TRUE,HKG,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",256,0.87
47.240.60.171,55005,TRUE,HKG,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",264,0.86
8.210.83.108,34237,TRUE,HKG,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",250,0.83
8.210.124.60,34237,TRUE,HKG,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",299,0.68
8.210.171.139,34237,TRUE,HKG,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",251,0.55
8.210.13.126,22015,TRUE,NRT,JP,Asia Pacific,Tokyo,45102,"Alibaba US Technology Co., Ltd.",581,0.48
8.210.13.126,34987,TRUE,NRT,JP,Asia Pacific,Tokyo,45102,"Alibaba US Technology Co., Ltd.",540,0.44
47.242.149.43,13380,TRUE,HKG,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",251,0.42
8.210.228.106,52821,TRUE,HKG,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",276,0.33
8.210.130.11,47806,TRUE,LAX,US,North America,Los Angeles,45102,"Alibaba US Technology Co., Ltd.",986,0.31
47.57.14.118,443,TRUE,SJC,US,North America,San Jose,45102,"Alibaba US Technology Co., Ltd.",781,0.20
47.57.245.232,443,TRUE,SJC,US,North America,San Jose,45102,"Alibaba US Technology Co., Ltd.",773,0.20
8.210.13.126,11319,TRUE,NRT,JP,Asia Pacific,Tokyo,45102,"Alibaba US Technology Co., Ltd.",519,0.16
47.243.62.196,7443,TRUE,HKG,HK,Asia Pacific,Hong Kong,45102,"Alibaba US Technology Co., Ltd.",270,0.16
47.254.169.252,12768,TRUE,FRA,DE,Europe,Frankfurt,45102,"Alibaba US Technology Co., Ltd.",845,0.14
47.254.169.252,10026,TRUE,CDG,FR,Europe,Paris,45102,"Alibaba US Technology Co., Ltd.",840,0.08
8.211.55.176,443,TRUE,FRA,DE,Europe,Frankfurt,45102,"Alibaba US Technology Co., Ltd.",905,0.06
47.241.94.203,25363,TRUE,SIN,SG,Asia Pacific,Singapore,45102,"Alibaba US Technology Co., Ltd.",936,0.03
